"Sample"	"3prime_overlapping_ncRNA"	"antisense"	"bidirectional_promoter_lncRNA"	"IG_C_gene"	"IG_C_pseudogene"	"IG_J_gene"	"IG_pseudogene"	"IG_V_gene"	"IG_V_pseudogene"	"lincRNA"	"macro_lncRNA"	"miRNA"	"misc_RNA"	"Mt_rRNA"	"Mt_tRNA"	"piRNA"	"polymorphic_pseudogene"	"processed_pseudogene"	"processed_transcript"	"protein_coding"	"pseudogene"	"ribozyme"	"rRNA"	"scaRNA"	"sense_intronic"	"sense_overlapping"	"snoRNA"	"snRNA"	"sRNA"	"TEC"	"TR_C_gene"	"TR_J_gene"	"TR_J_pseudogene"	"TR_V_gene"	"TR_V_pseudogene"	"transcribed_processed_pseudogene"	"transcribed_unitary_pseudogene"	"transcribed_unprocessed_pseudogene"	"translated_unprocessed_pseudogene"	"tRNA"	"unassigned"	"unitary_pseudogene"	"unprocessed_pseudogene"
"Li M19 2h B"	0	0.0295822909903021	0.00249338554095286	0.00010297167425764	0	0	0	7.35511958983146e-06	0	0.355833330636456	0	47.1057604414013	0.159789973089088	0.294396016702594	0.248897246919897	19.7784093700693	0.000919389948728932	0.0560239459157462	0.0490439374249962	5.96844418332135	0.00405267089399713	0.0243160253639828	3.67090341168693	0.102147900863579	0	0.000294204783593258	16.3958781321409	0.656223769804763	0.000279494544413595	0.0142395115259137	7.35511958983146e-06	2.94204783593258e-05	0	7.35511958983146e-06	0	0.00279494544413595	0.00035304574031191	0.00617094533586859	0	1.97978489511452	3.07942675963146	0.00350103692475977	0.00988528072873348
"Li M2 30'"	0	0.022234127873466	0.00204879016563431	0.000133992605769333	0	0	0	0	8.64468424318275e-06	0.495712128556828	0	32.7207652447386	0.178750458438411	0.162182921086352	0.389728299735408	23.040534276065	0.000419267185794363	0.0127422645744514	0.0794878716160654	5.20765287961996	0.00996299859026812	0.0539514743617035	2.4050635373486	0.219613880855936	4.32234212159137e-06	0.000328498001240944	28.2332923647339	0.9713340109325	0.0016035889271104	0.00676878776241209	2.16117106079569e-05	0	0	4.32234212159137e-06	0	0.00300402777450601	0.00034578736972731	0.0035572875660697	1.72893684863655e-05	3.74440607885551	2.02589904175836	0.00166410171681268	0.00675582073604732
"Li M20 1h B"	4.29920248074301e-06	0.0259155925539189	0.00236456136440866	9.88816570570893e-05	0	0	0	1.2897607442229e-05	4.29920248074301e-06	0.455943320690239	0	33.7111214521261	0.207672975832291	0.352431422561389	0.273390584952929	20.1340594514355	0.000705069206841854	0.105704491394028	0.0729617653006897	7.73328074548859	0.00703349525849557	0.0481983590116099	2.56479671994926	0.24764696049824	4.29920248074301e-06	0.000451416260478016	28.4190826464927	0.77933792969669	0.00377899898057311	0.0101117242347076	3.86928223266871e-05	0	0	4.29920248074301e-06	0	0.00392517186491837	0.000472912272881731	0.00652189016328715	3.00944173652011e-05	2.13145000749781	2.68242289982239	0.00423901364601261	0.0147806581287945
"Li M21 direkt K"	0	0.0246768153144361	0.00212277175606992	0.000126781161541695	0	0	0	6.50159802777925e-06	9.75239704166887e-06	0.466778979605397	0	35.2691277989217	0.211181656339312	0.163047075340648	0.373035688441862	21.6494372151731	0.000594896219541801	0.0131624852072391	0.0692810285840157	5.37307664850944	0.00831554387752966	0.0510180397239838	2.27008496418335	0.229912760257344	3.25079901388962e-06	0.000396597479694534	27.8343619078133	0.845545826708747	0.00120604643415305	0.00681042393409876	4.55111861944547e-05	0	0	1.30031960555585e-05	3.25079901388962e-06	0.00294197310757011	0.000471365857013995	0.00390095881666755	2.6006392111117e-05	3.16385639426315	1.95562867397178	0.00183670144284764	0.00795470518698791
"Li M22 0h B"	9.88269406852232e-06	0.0200783401158812	0.00167676376029262	0.000177888493233402	0	0	0	0	0	0.443008232778294	3.29423135617411e-06	33.1005190226213	0.177424006612181	0.205553448162552	0.534604335636715	25.8677771300953	0.000504017397494638	0.0138950678603424	0.0732175861223257	5.20111364785227	0.00737578400647382	0.0380450779324547	2.50672229086119	0.196260421506785	1.64711567808705e-05	0.00029648082205567	24.5083763244251	0.901374172139071	0.00120239444500355	0.007454845559022	2.9648082205567e-05	0	0	2.30596194932187e-05	3.29423135617411e-06	0.00449662580117766	0.000336011598329759	0.0030537524671734	2.63538508493929e-05	3.8808977241638	2.29525569741431	0.00207207152303351	0.00711883396069224
"Li M23 0h B"	0	0.0241175721661193	0.00192876177937322	8.04992395397839e-05	0	0	0	0	6.43993916318271e-06	0.409258133820261	6.43993916318271e-06	26.4692447503387	0.18926981200594	0.291832283118788	0.363666584514509	32.8126299056478	0.000753472882092377	0.0493621336857955	0.0770184524220837	6.50430313514914	0.00769572730000334	0.0407229552983859	4.68908714313158	0.184517136903511	3.21996958159136e-06	0.000463675619749155	21.1853905858522	1.24303383730795	0.000953110996151042	0.00959228938356065	6.11794220502358e-05	6.43993916318271e-06	0	9.65990874477407e-06	0	0.00294949213673768	0.000598914342175992	0.00481063455489749	2.89797262343222e-05	2.31250487422895	3.11173996401491	0.00343248757397639	0.00891931574100806
"Li M24 direkt K"	0	0.0166340885400832	0.00141198451462918	0.000168527184004128	0	0	0	9.10957751373667e-06	1.82191550274733e-05	0.36069827644516	0	31.5165465227262	0.147010361916682	0.132152640991778	0.517683625739385	34.1750218572925	0.00035527352303573	0.00966981653083148	0.0482989799778318	3.92809537181082	0.00294694832569381	0.0259531863366358	2.0704111129558	0.126304292227959	0	0.000268732536655232	20.6416877496451	0.715734950465533	0.00010931493016484	0.00508769904142193	2.27739437843417e-05	0	0	4.55478875686834e-06	0	0.00443636424918976	0.000364383100549467	0.0032794479049452	2.27739437843417e-05	3.96613696750819	1.57632129297699	0.00153496381106463	0.00559783538219119
"Li M25 K"	0	0.017606222780007	0.00159205205989425	9.88529056797082e-05	0	0	0	0	0	0.436227467195533	0	28.4977162637535	0.187648828902633	0.143034951734028	0.524872509667684	28.8549758676645	0.000385006053699916	0.0111963922643543	0.0549414044198799	4.73152669416061	0.00334018765507224	0.0299472276364421	2.5079554477238	0.143747733211824	0	0.000223719733906708	26.6390214977495	0.926803221376868	4.68250605851249e-05	0.00555657385610149	4.68250605851249e-05	0	0	2.60139225472916e-05	0	0.00212793886436845	0.000343383777624249	0.00295518160137233	1.04055690189166e-05	4.55114095243318	1.7171686217777	0.00148799636970508	0.00622773305782161
"Li M26 10' K"	0	0.029316009065447	0.00235013261191843	6.06485835333789e-05	0	0	0	0	1.13716094125085e-05	0.414711223664774	0	26.8373469428755	0.327183946016696	0.105600555541025	0.30422087607637	17.3826838438617	0.000549627788271246	0.0236188327497802	0.0762390600379281	7.76240841590069	0.012379892113751	0.0477797122148901	4.64103051040711	0.377419925864688	0	0.00038663472002529	33.0801785645921	1.13543624715662	0.00207342344954739	0.0090101051911776	5.68580470625427e-05	0	3.79053647083618e-06	0.000219851115308498	3.79053647083618e-06	0.00513996745445386	0.000572371007096263	0.00458275859324094	3.79053647083618e-05	3.92150329644004	3.4871874181481	0.00137975527538437	0.00731573538871383
"Li M27 30' K"	0	0.0123146589571226	0.0015525485083765	0.000261540429726507	0	0	0	0	0	0.468780614489796	0	35.7207244580868	0.171726333220426	0.151604414201467	1.01552253579807	26.1907198444024	0.000217022909773059	0.010083218269456	0.0443283204936459	4.15041846746991	0.00428481129551937	0.0281740254405384	2.39349002498713	0.127915528896239	0	0.000178070079813792	22.6435861132716	0.646383260344077	0.00011129379988362	0.00510838541465816	5.564689994181e-06	0	0	5.564689994181e-06	0	0.00163045416829503	0.000328316709656679	0.00217022909773059	5.564689994181e-06	4.55399760929788	1.64788277735681	0.00161932478830667	0.00486910374490838
"Li M28 10' B"	0	0.0299703190495482	0.00547733417112432	0.000413383711028251	0	0	0	0	0	0.298049655651369	0.000723421494299439	54.4567931345233	0.147577984837085	0.187056129240283	0.21743983200086	11.2584020239266	0.000103345927757063	0.0169487321521583	0.0578737195439551	5.25121328119187	0.00175688077187007	0.0468157052739494	1.49407207758385	0.142514034376989	0	0.000103345927757063	22.0525741403686	0.885364563094756	0	0.0107479764867345	0	0	0	0	0	0.00144684298859888	0.000826767422056501	0.00496060453233901	0	1.4150124428497	2.00243069622085	0.00227361041065538	0.0110580142700057
"Li M29 30' B"	0	0.0137566178863351	0.001043191427278	8.63072044150863e-05	0	0	0	0	0	0.606612062475008	0	28.3484455997435	0.227378206275119	0.252339750786822	0.886446286598758	24.3357797548215	0.000258921613245259	0.0263086873980074	0.0739502642351351	5.25995504820595	0.00973019917601386	0.0403504943076271	4.54164645326923	0.209077326451972	0	0.000206386793166511	25.3423919373761	1.03739758712074	0.000664190225281316	0.00658936743273442	3.37723843363381e-05	0	0	1.1257461445446e-05	0	0.00178243139552896	0.000424031047778468	0.00259296861960107	1.1257461445446e-05	5.67382811327348	3.09168917158293	0.002607978568195	0.00660437738132834
"Li M3 10' B"	0	0.014564928802015	0.00175811432936836	0.000112906424821822	0	0	0	0	5.37649642008674e-06	0.473448898256418	0	35.8090092122503	0.209452171037319	0.158853963227883	0.57522059899224	22.0152312917683	0.000290330806684684	0.0143014804774307	0.0692277679050369	4.96785580967805	0.0142638450024901	0.0473938159430646	2.84063962457431	0.197064723285439	0	0.00024731883532399	25.088667834836	0.929558595558057	0.000817227455853185	0.00645179570410409	2.1505985680347e-05	0	0	8.06474463013011e-05	0	0.00293556704536736	0.000333342778045378	0.0029194375561071	1.07529928401735e-05	4.26531439896173	2.28631746716695	0.00213446907877444	0.00549477934132865
"Li M30 1h K"	0	0.0183590226614197	0.000798218376583466	0	0	0	0	0	0	0.371770208893749	0	46.7855745974984	0.272392021009108	0.174809824471779	0.133502023483585	13.6247894699032	0	0.0173612496906904	0.0564739501432802	4.94755705265847	0.00339242810047973	0.0305318529043176	1.57089376511626	0.249044133494041	0	0	28.1525634783164	0.43303346929653	0	0.00259420972389626	0	0	0	0	0	0.00139688215902107	0.00259420972389626	0.00498886485364666	0	1.24023180261656	1.89536953519744	0	0.00997772970729332
"Li M31 1h B"	7.8523383478366e-06	0.0273889561572541	0.00245778190287286	0.000168825274478487	0	0	0	3.9261691739183e-06	7.8523383478366e-06	0.649674991715783	0	27.0086085185307	0.266626148600792	0.307364079949368	0.32679469119109	21.1430491886179	0.000691005774609621	0.0645619258959125	0.0821864993176318	7.47599540167066	0.0103611604499704	0.0463837626206708	4.23183322261536	0.291643698576999	0	0.000451509455000605	30.8598860154565	1.08582919907719	0.00199056777117658	0.012591224540756	5.49663684348562e-05	3.9261691739183e-06	0	2.35570150435098e-05	0	0.00280721095935159	0.000431878609131013	0.00552412002770305	3.9261691739183e-05	2.75809458298587	3.32146452392058	0.00399291404987491	0.011005052194493
"Li M32 2h K"	0	0.0449429922207171	0.0042319704541712	6.67503226209968e-05	0	0	0	1.33500645241994e-05	0	0.400274984629069	6.67503226209968e-06	47.6232713251761	0.163518265324656	0.215109589678424	0.191186274051059	15.9986105252843	0.00120150580717794	0.0345900171822005	0.0584532575192069	7.19027800241115	0.00727578516568865	0.0537807349357371	3.99037433647676	0.0801804875323414	0	0.00063412806489947	16.5791113809901	0.665100214595612	0.000467252258346978	0.017408484139556	3.33751613104984e-05	6.67503226209968e-06	0	2.0025096786299e-05	0	0.00493284884169166	0.000694203355258367	0.00595412877779291	4.00501935725981e-05	2.55321319031765	4.0975553295093	0.00234961135625909	0.0151122730413937
"Li M33 2h B"	0	0.0184759286472729	0.00124263955796947	0.000145479753128133	0	0	0	0	0	0.388158166315	0	36.5318936172031	0.270010421805815	0.446131847936561	0.488908957012612	23.2827312320359	0.000472809197666432	0.0941132769611413	0.0460928351160968	6.28975650993102	0.00629806097917209	0.033557329721556	5.9280574737162	0.116832365074651	0	0.000121233127606777	18.2812161210236	1.0536674203124	0.000175788035029827	0.0108988581718493	0	0	0	0	0	0.00355819229525892	0.000575857356132193	0.00481295516598906	0	3.34394305049584	3.33977869256255	0.00602528644205684	0.0123475940467503
"Li M34 10' K"	0	0.0152331984618069	0.00148872276777466	5.59144701511609e-05	0	0	0	3.49465438444756e-06	0	0.652518372009664	0	27.7943667079933	0.366784945574078	0.186618038783884	0.727052360721161	13.0834443439421	0.000265593733218014	0.0115323594686769	0.0948204574132156	6.16359532559223	0.00549010203796711	0.0538351507924146	2.72675650328097	0.29092298819649	3.49465438444756e-06	0.000199195299913511	40.9488853328062	0.722537267256455	0.00185566147814165	0.006730704344446	1.74732719222378e-05	0	0	3.49465438444756e-06	0	0.00168791806768817	0.000311024240215833	0.0027118518023313	1.04839631533427e-05	3.67183336173905	2.46047432314922	0.00195351180090618	0.00600032157809646
"Li M35 30' K"	0	0.0183388808054439	0.00178632535265857	5.4461138800566e-05	0	0	0	0	3.6307425867044e-06	0.635670412080207	3.6307425867044e-06	28.5682075840767	0.282493557701123	0.188653384805161	0.528737781416589	13.8206576545584	0.000315874605043283	0.0131215037083497	0.082294411470242	5.89193639302062	0.0132267952433641	0.0551800258327335	2.56380893943286	0.317355948018658	0	0.000261413466242717	39.9147465333216	1.086634056547	0.000885901191155874	0.00714530141063426	2.54151981069308e-05	3.6307425867044e-06	0	1.8153712933522e-05	0	0.00134700549966733	0.000297720892109761	0.00267585728640114	7.2614851734088e-06	3.70240981462336	2.29345295419909	0.00165924936212391	0.00658253630969508
"Li M36 10' B"	5.81249293055547e-06	0.0271966544220691	0.00157518558418053	8.71873939583321e-05	0	0	0	1.16249858611109e-05	0	0.406961692532842	0	21.4753013806647	0.197932821764206	0.258336248298538	0.245298826655302	32.7984561088778	0.000557999321333326	0.0466220057959854	0.077695593002735	8.17945630173627	0.00984636302436097	0.0293995892427496	4.40697982751078	0.176612597694928	0	0.000319687111180551	22.3937333886218	1.25613784722234	0.0014356857538472	0.00959642582834709	5.23124363749993e-05	0	0	0.000116249858611109	0	0.00645767964584713	0.000534749349611103	0.0151647940558192	4.06874505138883e-05	3.92444991438779	4.03968839922898	0.00277255912787496	0.0111657989195971
"Li M37 30' B"	0	0.0299043614087943	0.00239206498807588	0.000184551007982115	0	0	0	1.41962313832396e-05	0	0.318847356867562	0	39.562660958646	0.166897994257057	0.4228276536341	0.247901690529822	25.0970205943309	0.000830479535919518	0.0582400392497405	0.0538179131738614	6.73464248139903	0.00490479794290929	0.0196049955402539	4.33455662259163	0.08558198089386	0	0.000269728396281553	16.5261736627824	0.642315587050368	0.000205845355056974	0.0162333905867345	0.000127766082449157	0	0	5.67849255329585e-05	0	0.00393945420884899	0.00036910201596423	0.00744592336050918	5.67849255329585e-05	2.183593330213	3.45778317613137	0.00488350359583443	0.0157152281412463
"Li M38 0h K"	0	0.0218474804013956	0.00214737059966753	0.000117262558343619	0	0	0	0	0	0.352799064596572	0	44.8317113722841	0.151942959973745	0.149744287004802	0.150902254768445	20.6964311286946	0.000615628431304002	0.0179631581562632	0.0433285153079674	5.24801250956972	0.00362048148885925	0.0445451143507824	1.74688231837459	0.135123111761332	0	0.000373774404720287	21.5304830616433	0.568723407966554	0.000205209477101334	0.0109054179259566	5.13023692753335e-05	0	0	0	0	0.00211805496008163	0.000219867296894287	0.00428741228943859	1.46578197929524e-05	1.79589073885232	2.48045489664258	0.00124591468240096	0.00729226534699383
"Li M39 0h B"	3.94924992685989e-06	0.0256938200241505	0.00199437121306425	7.1086498683478e-05	0	0	0	3.94924992685989e-06	0	0.557432677926347	0	31.8834675867682	0.187810529521749	0.289839401382174	0.349382242529441	23.0879627494109	0.000770103735737679	0.0354010763443721	0.0845534409340703	6.66508196431268	0.00582514364211834	0.0305790421836761	4.10408421949236	0.204207815218071	0	0.00037912799297855	25.9945909493302	1.15963010377365	0.000659524737785602	0.0100271455642973	3.5543249341739e-05	3.94924992685989e-06	3.94924992685989e-06	7.89849985371978e-06	0	0.00267759145041101	0.000442315991808308	0.00394530067693303	5.13402490491786e-05	2.36367347222477	2.93739680609941	0.00380312767956608	0.0085066843424562
"Li M4 30' B"	0	0.0247031741878753	0.00241480466780354	7.28604856664863e-05	0	0	0	6.93909387299869e-06	1.38781877459974e-05	0.41754609561995	0	31.8965650340378	0.211854005489587	0.131155813293548	0.311749200885276	21.1792663899749	0.000492675664982907	0.0128581409466666	0.0699738226153188	6.09488371240967	0.0139510482316639	0.0475848362340885	2.59204994260155	0.270978554834472	0	0.000430223820125919	29.6777758899587	0.820416007698508	0.000863917187188337	0.00711951031369666	2.08172816189961e-05	0	0	7.28604856664863e-05	3.46954693649935e-06	0.00427795137270369	0.00079799579539485	0.00416345632379922	2.77563754919948e-05	3.99914205043354	2.19815574844772	0.0016029306846627	0.00700848481172868
"Li M40 2h K"	0	0.0142065719736341	0.00151720671563083	0.000109634984113183	0	0	0	1.06098371722436e-05	0	0.630319816565818	3.53661239074785e-06	26.0507505292717	0.303020486251667	0.184204456372102	0.41019398814089	16.4289827365925	0.00024756286735235	0.0102491027083873	0.0882137228624237	5.37246080956028	0.00625273070684221	0.0463402321559691	2.58976222859771	0.273747945493447	7.07322478149571e-06	0.000201586906272628	40.3804213703906	0.935670930382987	0.00154549961475681	0.0051068682922399	3.53661239074785e-06	0	0	0	0	0.00126610723588773	0.000205123518663376	0.00317234131450083	1.06098371722436e-05	4.30680522736775	1.9469793899669	0.00129793674740446	0.00671249031763943
"Li M41 2h B"	0	0.0244931385812238	0.0022630024143691	4.99859971045384e-05	0	0	0	9.08836310991607e-06	1.36325446648741e-05	0.581082672158704	0	41.1758151568722	0.25556477065084	0.334251818456493	0.349961054091983	6.24994007360574	0.000595287783699503	0.0207714538877132	0.0719253056518758	6.67298974382767	0.00477139063270594	0.0394071424445961	1.95204861474488	0.232084984556372	0	0.000372622887506559	37.0837614899063	0.916852247254553	0.000449873973940846	0.0102653061326502	4.54418155495804e-06	0	0	1.36325446648741e-05	0	0.00144959391603161	0.000336269435066895	0.00388981941104408	1.36325446648741e-05	1.59827499232829	2.3996050560927	0.00328998744578962	0.0133826146793514
"Li M42 2h K gefällt"	0	0.0143682661324737	0.00151665031398333	0.000118139077089228	0	0	0	6.3858960588772e-06	0	0.673178811890628	3.1929480294386e-06	22.9353064985848	0.397617818105989	0.179606519603951	0.243516567361194	20.4952300709036	0.000194769829795754	0.0174941622532941	0.060190263302947	6.12572826754248	0.00955968640013916	0.045164249876409	5.39425580347839	0.229754961354313	3.1929480294386e-06	0.000178805089648561	34.9364901882782	0.38270675080851	0.000600274229534456	0.00727034266303169	6.3858960588772e-06	0	0	1.5964740147193e-05	0	0.00131868753615814	0.000274593530531719	0.00245218408660884	9.57884408831579e-06	4.62650506390382	3.21230368039305	0.00144640545733568	0.00560681673969418
"Li M43 2h B"	0	0.0175950206044857	0.00142839533786748	1.87330536113768e-05	0	0	4.6832634028442e-06	4.6832634028442e-06	0	0.627430847869246	0	26.2626359129872	0.256338422354677	0.540102035196411	0.507942065409079	14.8264532447335	0.000449593286673043	0.0324924814889331	0.0893847653066844	6.60766316770691	0.019388710487775	0.0584845933747184	3.99816284943233	0.305306624494816	0	0.000215430116530833	38.3799430440238	1.21114811513634	0.00266477687621835	0.00761498629302467	2.80995804170652e-05	0	0	1.87330536113768e-05	0	0.0017374907224552	0.000252896223753587	0.00364826219081563	9.3665268056884e-06	3.30498366665056	2.91438076579974	0.00473009603687264	0.0173374411173292
"Li M44 0h K"	4.76920778164926e-06	0.0224677378593497	0.0019649136060395	0.000138307025667829	0	0	0	4.76920778164926e-06	0	0.441724024736355	0	33.3494103327653	0.236042400737167	0.226322755278166	0.295275961385251	21.5875614864152	0.000376767414750292	0.0143648538383276	0.0680899794986065	6.41358770189189	0.00537012796213707	0.0420453358030199	2.75356888164414	0.246377274000001	0	0.000433997908130083	28.6202734348974	0.407814957408828	0.00171691480139373	0.00799796144982581	2.38460389082463e-05	0	0	9.53841556329852e-06	0	0.00264691031881534	0.000329075336933799	0.0029044475390244	2.38460389082463e-05	2.73697680777179	2.50489284949339	0.00211275904727062	0.00714427325691059
